Transaccion_ID,SKU_ID,Fecha_Venta,Cantidad_Vendida,Precio_Venta_Final,Costo_Envio,Tiempo_Entrega_Real,Estado_Envio,Ciudad_Destino,Canal_Venta,Categoria,Stock_Actual,Costo_Unitario_USD,Punto_Reorden,Lead_Time_Dias,Bodega_Origen,Ultima_Revision,Feedback_ID,Rating_Producto,Rating_Logistica,Comentario_Texto,Recomienda_Marca,Ticket_Soporte_Abierto,Edad_Cliente,Satisfaccion_NPS,Utilidad_Dolares,SKU_Prefijo
TRX-10088,PROD-3600,25/11/2024,7,1650.27,66.58,4.0,Devuelto,Bogotá,Físico,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,6172.449999999999,PROD-36
TRX-10089,PROD-1700,05/10/2025,14,1944.71,96.92,8.0,Retrasado,Bogotá,Online,Tablets,987.0,858.92,251.0,5.0,Norte,2026-01-14,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,15104.140000000003,PROD-17
TRX-10090,PROD-3187,14/11/2025,8,367.36,69.43,7.0,Perdido,Barranquilla,Online,Laptop,557.0,960.64,224.0,5.0,Bod-ext-99,2025-04-22,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-4815.67,PROD-31
TRX-10091,PROD-3986,31/08/2025,6,434.9,98.56,6.0,Entregado,Cali,App,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,FB-9856,2.0,1.0,lento,NO,No,25.0,-39.9,-2043.0400000000004,PROD-39
TRX-10091,PROD-3986,31/08/2025,6,434.9,98.56,6.0,Entregado,Cali,App,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,FB-10822,2.0,2.0,sin comentario,SIN RESPUESTA,No,49.0,-88.6,-2043.0400000000004,PROD-39
TRX-10092,PROD-2002,09/08/2025,5,43.57,46.27,5.0,Devuelto,Bogotá,WhatsApp,Laptop,32.0,65.54,173.0,5.0,Bod-ext-99,2025-12-31,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-156.12000000000006,PROD-20
TRX-10093,PROD-1669,16/11/2024,8,1452.16,90.3,10.0,En Camino,Barranquilla,App,Smartphone,1704.0,834.62,252.0,30.0,Norte,2025-07-19,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,4850.02,PROD-16
TRX-10094,PROD-2893,05/12/2024,1,1291.75,24.48,3.0,Devuelto,Barranquilla,Físico,Smartphone,1422.0,1372.14,181.0,5.0,Norte,2024-03-18,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-104.8700000000001,PROD-28
TRX-10095,PROD-2554,30/09/2025,1,364.35,16.2,24.0,Entregado,Medellín,WhatsApp,Accesorio,182.0,583.96,297.0,0.0,Sur,2025-01-07,FB-9806,3.0,1.0,sin comentario,SI,Sí,82.0,66.0,-235.81,PROD-25
TRX-10096,PROD-2105,29/01/2025,1,1584.38,52.36,20.0,Retrasado,Ventas_Web,Online,Accesorio,841.0,204.86,282.0,5.0,Occidente,2024-05-05,FB-9763,3.0,5.0,lento,SIN RESPUESTA,Sí,67.0,-94.5,1327.16,PROD-21
TRX-10097,PROD-3621,05/06/2025,3,605.4,71.74,24.0,Perdido,Barranquilla,Físico,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,FB-11365,2.0,1.0,no volvería,SI,Sí,57.0,-21.6,-532.4800000000002,PROD-36
TRX-10098,PROD-3818,18/11/2025,10,278.64,40.28,17.0,En Camino,Cali,Físico,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-4843.68,PROD-38
TRX-10099,PROD-3281,11/05/2025,13,850.9,35.18,16.0,Entregado,Medellín,Físico,Smartphone,39.0,1366.25,241.0,0.0,Bod-ext-99,2024-07-17,FB-9028,1.0,5.0,precio justo,Maybe,No,48.0,2.9,-6734.730000000001,PROD-32
TRX-10100,PROD-1899,01/02/2026,0,191.03,68.77,11.0,Retrasado,Bogotá,WhatsApp,Smartphone,1760.0,1052.9,159.0,5.0,Zona_franca,2025-04-21,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-68.77,PROD-18
TRX-10101,PROD-3804,06/02/2025,12,533.85,36.68,13.0,Devuelto,Medellín,Físico,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-2738.2399999999993,PROD-38
TRX-10102,PROD-2328,08/09/2025,6,748.95,59.39,18.0,Retrasado,Cali,Online,Laptop,1296.0,971.22,150.0,10.0,Norte,2024-07-07,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-1393.009999999999,PROD-23
TRX-10103,PROD-1229,21/12/2025,6,1705.21,33.45,14.0,Retrasado,Medellín,Físico,Monitor,1260.0,1450.33,111.0,3.0,Norte,2024-07-17,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,1495.8300000000006,PROD-12
TRX-10104,PROD-1938,28/10/2025,5,1587.17,79.46,2.0,Perdido,Bucaramanga,WhatsApp,Laptop,1390.0,1050.97,231.0,30.0,Norte,2024-03-25,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,2601.54,PROD-19
TRX-10105,PROD-1131,12/09/2025,13,891.08,34.68,12.0,Entregado,Ventas_Web,WhatsApp,Monitor,1572.0,570.85,287.0,10.0,Norte,2025-01-15,FB-9177,2.0,1.0,sin comentario,SI,Sí,51.0,-1.5,4128.31,PROD-11
TRX-10105,PROD-1131,12/09/2025,13,891.08,34.68,12.0,Entregado,Ventas_Web,WhatsApp,Monitor,1572.0,570.85,287.0,10.0,Norte,2025-01-15,FB-11396,1.0,1.0,lento,NO,Sí,27.0,16.7,4128.31,PROD-11
TRX-10106,PROD-2292,12/01/2025,13,1451.9,55.82,22.0,No especificado,Medellín,Online,Accesorio,926.0,348.67,232.0,5.0,Bod-ext-99,2025-08-03,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,14286.170000000002,PROD-22
TRX-10107,PROD-2643,20/01/2026,14,1141.61,7.2,21.0,Retrasado,Medellín,WhatsApp,Tablets,223.0,687.37,208.0,10.0,Occidente,2025-06-20,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,6352.159999999999,PROD-26
TRX-10108,PROD-2096,27/07/2025,7,688.28,52.36,29.0,Devuelto,Bucaramanga,Online,Tablets,650.0,321.33,195.0,10.0,Zona_franca,2025-11-03,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,2516.29,PROD-20
TRX-10109,PROD-1271,15/02/2025,5,1454.49,80.21,26.0,Devuelto,Medellín,App,No Definido,253.0,1393.37,242.0,0.0,Sur,2025-06-04,FB-9703,2.0,4.0,lento,Maybe,Sí,52.0,67.5,225.39000000000038,PROD-12
TRX-10110,PROD-1864,13/12/2025,14,1370.16,63.93,10.0,Perdido,Medellín,Físico,Accesorio,1733.0,1208.05,176.0,5.0,Sur,2025-02-03,FB-8493,5.0,1.0,sin comentario,NO,No,82.0,-22.3,2205.610000000001,PROD-18
TRX-10111,PROD-3323,25/10/2024,2,1242.0,23.26,29.0,Retrasado,Barranquilla,App,No Definido,1044.0,958.91,129.0,0.0,Sur,2025-10-04,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,542.9200000000001,PROD-33
TRX-10112,PROD-3940,09/06/2025,4,1239.73,25.46,7.0,Devuelto,Bogotá,App,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,1897.54,PROD-39
TRX-10113,PROD-2288,18/12/2024,1,1369.13,29.94,2.0,No especificado,Bogotá,App,Accesorio,1795.0,1075.55,164.0,10.0,Bod-ext-99,2024-06-11,FB-9786,2.0,2.0,sin comentario,NO,No,43.0,48.2,263.64000000000016,PROD-22
TRX-10114,PROD-1870,19/08/2025,7,775.25,59.77,25.0,Devuelto,Bogotá,Online,Monitor,723.0,868.66,132.0,0.0,Norte,2025-09-09,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-713.6399999999999,PROD-18
TRX-10115,PROD-3684,02/12/2025,4,1739.46,57.09,18.0,Perdido,Bucaramanga,Físico,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,3864.83,PROD-36
TRX-10116,PROD-3044,14/06/2025,13,332.99,31.02,17.0,Retrasado,Medellín,App,No Definido,1207.0,1389.41,151.0,5.0,Norte,2025-08-25,FB-8282,4.0,4.0,dañado,SI,No,24.0,-98.8,-13764.480000000003,PROD-30
TRX-10117,PROD-2620,08/08/2025,4,1768.93,70.94,16.0,Perdido,Bucaramanga,Online,Monitor,136.0,826.54,218.0,10.0,Bod-ext-99,2024-09-05,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,3698.6200000000003,PROD-26
TRX-10118,PROD-3633,22/10/2024,13,691.14,89.46,2.0,Retrasado,Medellín,WhatsApp,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,FB-9228,1.0,3.0,precio justo,SIN RESPUESTA,Sí,52.0,90.7,-971.3800000000001,PROD-36
TRX-10118,PROD-3633,22/10/2024,13,691.14,89.46,2.0,Retrasado,Medellín,WhatsApp,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,FB-9234,4.0,5.0,no volvería,SI,Sí,77.0,57.9,-971.3800000000001,PROD-36
TRX-10119,PROD-2879,19/10/2025,4,258.81,9.13,11.0,Devuelto,Cali,App,Laptop,1032.0,1399.47,270.0,0.0,Sur,2025-03-21,FB-9716,1.0,3.0,dañado,NO,Sí,83.0,64.3,-4571.77,PROD-28
TRX-10120,PROD-1585,12/05/2025,3,1204.05,52.36,19.0,No especificado,Cali,Online,Smartphone,1987.0,990.71,101.0,10.0,Bod-ext-99,2025-08-02,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,587.6599999999995,PROD-15
TRX-10121,PROD-2084,16/10/2025,8,758.21,44.63,22.0,Entregado,Ventas_Web,Online,Laptop,1440.0,551.09,176.0,30.0,Zona_franca,2025-03-27,FB-8787,2.0,4.0,no volvería,NO,Sí,26.0,-95.3,1612.33,PROD-20
TRX-10122,PROD-1571,07/12/2024,4,1632.84,61.38,7.0,Devuelto,Bucaramanga,Online,Smartphone,1618.0,1496.74,292.0,10.0,Norte,2025-07-30,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,483.01999999999964,PROD-15
TRX-10123,PROD-2010,13/12/2025,8,867.26,60.71,27.0,Entregado,Barranquilla,Online,Monitor,736.0,1325.88,205.0,3.0,Norte,2025-09-06,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-3729.670000000001,PROD-20
TRX-10124,PROD-3299,29/01/2025,9,1340.44,6.86,22.0,Retrasado,Ventas_Web,Físico,No Definido,925.0,257.44,199.0,0.0,Zona_franca,2024-10-22,FB-10676,1.0,5.0,dañado,SIN RESPUESTA,No,78.0,50.6,9740.14,PROD-32
TRX-10125,PROD-3207,20/06/2025,1,623.43,25.0,17.0,Retrasado,Barranquilla,WhatsApp,Accesorio,1064.0,763.93,100.0,30.0,Occidente,2025-08-19,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-165.5,PROD-32
TRX-10126,PROD-2076,20/12/2024,4,426.81,10.87,15.0,En Camino,Cali,Online,Laptop,1334.0,1481.0,122.0,3.0,Norte,2026-01-07,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-4227.63,PROD-20
TRX-10127,PROD-3394,01/01/2026,6,782.22,59.05,9.0,Retrasado,Barranquilla,App,Monitor,1882.0,567.01,176.0,30.0,Norte,2024-05-09,FB-10026,3.0,5.0,no volvería,SIN RESPUESTA,No,61.0,-31.4,1232.2099999999998,PROD-33
TRX-10128,PROD-2754,18/11/2025,8,1217.55,66.31,12.0,Retrasado,Medellín,WhatsApp,Monitor,956.0,1273.53,100.0,0.0,Zona_franca,2025-06-25,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-514.1500000000001,PROD-27
TRX-10129,PROD-3390,11/03/2025,14,1317.32,20.18,8.0,En Camino,Ventas_Web,Físico,Tablets,3.0,100.98,231.0,3.0,Sur,2024-04-23,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,17008.579999999998,PROD-33
TRX-10130,PROD-2635,28/01/2025,6,1160.63,36.64,28.0,Entregado,Bogotá,App,Smartphone,1411.0,459.7,116.0,10.0,Bod-ext-99,2025-02-28,FB-10486,5.0,4.0,lento,Maybe,No,67.0,0.1,4168.9400000000005,PROD-26
TRX-10130,PROD-2635,28/01/2025,6,1160.63,36.64,28.0,Entregado,Bogotá,App,Smartphone,1411.0,459.7,116.0,10.0,Bod-ext-99,2025-02-28,FB-11495,4.0,4.0,no volvería,SIN RESPUESTA,No,35.0,61.4,4168.9400000000005,PROD-26
TRX-10131,PROD-2482,15/03/2025,12,1976.23,36.33,2.0,Retrasado,Medellín,WhatsApp,Laptop,1955.0,239.01,290.0,3.0,Norte,2024-06-20,FB-9846,5.0,2.0,lento,SI,No,60.0,-50.4,20810.31,PROD-24
TRX-10132,PROD-1898,03/12/2025,6,1385.27,52.36,17.0,Perdido,Bucaramanga,WhatsApp,Smartphone,1731.0,1160.5,108.0,0.0,Sur,2025-03-18,FB-8448,2.0,3.0,sin comentario,Maybe,Sí,23.0,-59.9,1296.259999999999,PROD-18
TRX-10133,PROD-1566,18/10/2024,10,1863.72,82.88,16.0,Retrasado,Medellín,Físico,Tablets,1389.0,139.95,238.0,5.0,Norte,2025-06-30,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,17154.82,PROD-15
TRX-10134,PROD-3087,22/11/2024,4,244.69,23.49,23.0,Retrasado,Bogotá,App,Laptop,1046.0,422.87,260.0,30.0,Occidente,2024-09-26,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-736.21,PROD-30
TRX-10135,PROD-3021,23/01/2026,9,132.13,57.09,16.0,Devuelto,Bogotá,App,Smartphone,444.0,1348.93,154.0,5.0,Sur,2025-11-21,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-11008.29,PROD-30
TRX-10136,PROD-1372,06/10/2025,7,628.88,79.38,3.0,Retrasado,Cali,Online,Tablets,1326.0,108.2,175.0,10.0,Occidente,2024-12-18,FB-11253,5.0,5.0,lento,Maybe,Sí,32.0,11.5,3565.3799999999997,PROD-13
TRX-10137,PROD-1192,28/11/2024,14,281.81,83.81,19.0,Retrasado,Bogotá,WhatsApp,Laptop,439.0,1325.03,212.0,3.0,Occidente,2025-03-27,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-14688.889999999998,PROD-11
TRX-10138,PROD-1449,04/12/2025,11,1056.48,68.32,16.0,Perdido,Cali,App,Laptop,1378.0,910.52,166.0,5.0,Sur,2024-05-29,FB-8259,2.0,5.0,precio justo,Maybe,No,68.0,86.5,1537.2400000000014,PROD-14
TRX-10138,PROD-1449,04/12/2025,11,1056.48,68.32,16.0,Perdido,Cali,App,Laptop,1378.0,910.52,166.0,5.0,Sur,2024-05-29,FB-10383,1.0,1.0,excelente,Maybe,No,59.0,87.3,1537.2400000000014,PROD-14
TRX-10139,PROD-1626,02/11/2025,6,1042.77,33.46,11.0,En Camino,Bogotá,Físico,Monitor,729.0,1414.28,220.0,5.0,Zona_franca,2025-01-23,FB-8661,1.0,1.0,sin comentario,SIN RESPUESTA,No,60.0,41.1,-2262.5200000000004,PROD-16
TRX-10140,PROD-3570,18/10/2024,1,1154.34,83.19,26.0,En Camino,Barranquilla,App,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,312.1699999999999,PROD-35
TRX-10141,PROD-1655,14/12/2024,2,1493.0,75.51,9.0,En Camino,Bogotá,Online,Monitor,1780.0,691.74,199.0,3.0,Norte,2026-01-02,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,1527.01,PROD-16
TRX-10142,PROD-3787,27/01/2026,12,1942.95,71.92,14.0,Devuelto,Medellín,WhatsApp,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,14135.720000000001,PROD-37
TRX-10143,PROD-2729,21/09/2025,6,1757.73,11.4,2.0,Retrasado,Medellín,Online,Laptop,1859.0,121.48,164.0,30.0,Zona_franca,2025-12-27,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,9806.100000000002,PROD-27
TRX-10144,PROD-3442,24/09/2025,11,245.55,52.36,13.0,Entregado,Cali,Físico,Accesorio,286.0,485.1,127.0,5.0,Norte,2024-10-29,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-2687.4100000000003,PROD-34
TRX-10145,PROD-1260,21/11/2024,1,683.64,9.11,5.0,Entregado,Bogotá,App,Laptop,685.0,74.06,251.0,10.0,Bod-ext-99,2025-04-24,FB-9774,5.0,5.0,sin comentario,Maybe,No,37.0,69.4,600.4699999999999,PROD-12
TRX-10145,PROD-1260,21/11/2024,1,683.64,9.11,5.0,Entregado,Bogotá,App,Laptop,685.0,74.06,251.0,10.0,Bod-ext-99,2025-04-24,FB-10010,4.0,1.0,lento,NO,No,29.0,74.9,600.4699999999999,PROD-12
TRX-10145,PROD-1260,21/11/2024,1,683.64,9.11,5.0,Entregado,Bogotá,App,Laptop,685.0,74.06,251.0,10.0,Bod-ext-99,2025-04-24,FB-11841,5.0,5.0,lento,SIN RESPUESTA,Sí,82.0,23.6,600.4699999999999,PROD-12
TRX-10146,PROD-2576,31/10/2024,11,519.09,71.06,20.0,Perdido,Cali,Online,Smartphone,1896.0,1248.37,143.0,10.0,Norte,2024-09-28,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-8093.139999999999,PROD-25
TRX-10147,PROD-2563,23/01/2025,5,361.87,94.76,14.0,Devuelto,Barranquilla,Físico,Tablets,1944.0,712.49,118.0,5.0,Bod-ext-99,2025-09-11,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-1847.86,PROD-25
TRX-10148,PROD-3440,11/07/2025,1,1094.0,78.5,1.0,No especificado,Bogotá,Físico,Laptop,474.0,1190.75,158.0,5.0,Sur,2025-07-31,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-175.25,PROD-34
TRX-10149,PROD-2917,26/06/2025,13,1111.0,83.99,6.0,Devuelto,Ventas_Web,Online,Laptop,1014.0,231.61,148.0,10.0,Zona_franca,2025-10-09,FB-9443,4.0,4.0,precio justo,SI,No,44.0,87.6,11348.08,PROD-29
TRX-10149,PROD-2917,26/06/2025,13,1111.0,83.99,6.0,Devuelto,Ventas_Web,Online,Laptop,1014.0,231.61,148.0,10.0,Zona_franca,2025-10-09,FB-11469,3.0,1.0,dañado,Maybe,Sí,32.0,-56.2,11348.08,PROD-29
TRX-10150,PROD-3167,21/11/2025,3,462.22,56.77,22.0,Retrasado,Barranquilla,Físico,Smartphone,188.0,1284.79,110.0,5.0,Norte,2024-07-11,FB-9373,4.0,5.0,lento,NO,Sí,28.0,-95.3,-2524.48,PROD-31
TRX-10151,PROD-2029,01/10/2025,12,1426.68,33.94,11.0,No especificado,Bogotá,App,Monitor,1605.0,793.67,216.0,10.0,Norte,2025-08-24,FB-9479,4.0,3.0,sin comentario,SI,Sí,18.0,-89.0,7562.180000000001,PROD-20
TRX-10152,PROD-3266,23/07/2025,12,1468.5,69.39,17.0,Entregado,Cali,App,Accesorio,565.0,281.52,220.0,5.0,Sur,2025-07-09,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,14174.37,PROD-32
TRX-10153,PROD-1047,01/07/2025,12,51.75,72.64,23.0,Devuelto,Barranquilla,App,Smartphone,1659.0,697.74,162.0,5.0,Norte,2025-04-06,FB-8265,1.0,2.0,lento,Maybe,No,60.0,-48.1,-7824.520000000001,PROD-10
TRX-10153,PROD-1047,01/07/2025,12,51.75,72.64,23.0,Devuelto,Barranquilla,App,Smartphone,1659.0,697.74,162.0,5.0,Norte,2025-04-06,FB-10124,4.0,4.0,sin comentario,SIN RESPUESTA,No,47.0,2.4,-7824.520000000001,PROD-10
TRX-10154,PROD-3786,01/04/2025,7,797.56,69.16,22.0,Perdido,Bogotá,Físico,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,200.8999999999995,PROD-37
TRX-10155,PROD-3952,27/12/2025,5,1781.38,94.94,14.0,Entregado,Ventas_Web,Físico,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,FB-9225,1.0,1.0,precio justo,SI,No,82.0,49.7,5017.060000000002,PROD-39
TRX-10155,PROD-3952,27/12/2025,5,1781.38,94.94,14.0,Entregado,Ventas_Web,Físico,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,FB-9663,4.0,4.0,excelente,NO,No,60.0,-71.2,5017.060000000002,PROD-39
TRX-10156,PROD-1469,11/07/2025,12,1045.43,52.36,14.0,Devuelto,Medellín,App,Accesorio,486.0,419.0,154.0,5.0,Norte,2025-11-13,FB-8240,5.0,2.0,sin comentario,SI,Sí,39.0,-77.8,7464.8,PROD-14
TRX-10157,PROD-3792,21/02/2025,10,701.78,39.88,20.0,Retrasado,Cali,App,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,FB-10892,3.0,4.0,no volvería,NO,Sí,46.0,-6.4,-611.8800000000009,PROD-37
TRX-10158,PROD-3199,11/10/2025,1,514.82,8.77,7.0,Retrasado,Bogotá,WhatsApp,Monitor,1887.0,746.27,116.0,30.0,Norte,2024-04-15,FB-8699,5.0,2.0,precio justo,SI,Sí,33.0,-50.0,-240.21999999999994,PROD-31
TRX-10159,PROD-2092,13/05/2025,1,494.28,91.3,19.0,No especificado,Bogotá,Online,No Definido,1405.0,496.34,158.0,5.0,Occidente,2024-05-04,FB-11169,2.0,1.0,lento,SIN RESPUESTA,No,68.0,56.6,-93.36,PROD-20
TRX-10160,PROD-3625,09/01/2026,8,208.54,20.25,26.0,Retrasado,Bogotá,App,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,FB-11571,1.0,5.0,precio justo,SI,No,45.0,95.3,-4423.77,PROD-36
TRX-10161,PROD-2393,01/11/2025,11,1636.28,71.25,27.0,Retrasado,Medellín,Físico,Laptop,132.0,751.07,271.0,3.0,Zona_franca,2025-04-24,FB-9628,3.0,3.0,dañado,NO,Sí,67.0,80.7,9666.059999999998,PROD-23
TRX-10162,PROD-1456,15/02/2025,14,182.45,87.95,22.0,Entregado,Bucaramanga,Online,Laptop,1935.0,245.14,115.0,10.0,Norte,2025-11-16,FB-8495,2.0,4.0,sin comentario,SI,Sí,68.0,32.8,-965.6100000000004,PROD-14
TRX-10162,PROD-1456,15/02/2025,14,182.45,87.95,22.0,Entregado,Bucaramanga,Online,Laptop,1935.0,245.14,115.0,10.0,Norte,2025-11-16,FB-10576,3.0,5.0,excelente,Maybe,No,36.0,52.0,-965.6100000000004,PROD-14
TRX-10163,PROD-2202,20/06/2025,13,591.67,34.46,6.0,Entregado,Cali,Físico,Accesorio,1353.0,1041.61,195.0,5.0,Occidente,2024-10-07,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-5883.679999999999,PROD-22
TRX-10164,PROD-2780,23/08/2025,9,100.89,83.89,13.0,Devuelto,Ventas_Web,Físico,Laptop,800.0,783.59,295.0,3.0,Occidente,2024-11-18,FB-11690,1.0,5.0,sin comentario,Maybe,No,22.0,10.6,-6228.1900000000005,PROD-27
TRX-10165,PROD-1647,03/02/2025,7,1564.96,36.55,10.0,Perdido,Bogotá,WhatsApp,Laptop,1674.0,687.79,183.0,30.0,Norte,2025-02-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,6103.640000000001,PROD-16
TRX-10166,PROD-2858,12/03/2025,13,88.17,80.45,22.0,En Camino,Bucaramanga,App,Smartphone,1609.0,1250.87,162.0,10.0,Bod-ext-99,2025-10-12,FB-10790,2.0,2.0,lento,Maybe,No,20.0,85.7,-15195.55,PROD-28
TRX-10167,PROD-1013,11/11/2025,3,623.52,11.63,19.0,En Camino,Bogotá,WhatsApp,Smartphone,1037.0,1403.15,146.0,5.0,Norte,2025-07-25,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-2350.520000000001,PROD-10
TRX-10168,PROD-3957,20/10/2024,12,1150.86,52.36,10.0,Retrasado,Cali,Online,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,4650.2,PROD-39
TRX-10169,PROD-3947,05/02/2025,6,825.03,67.25,5.0,Devuelto,Bucaramanga,Físico,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,329.0500000000002,PROD-39
TRX-10170,PROD-2078,09/11/2025,3,571.72,69.33,13.0,En Camino,Ventas_Web,Físico,Laptop,1060.0,410.48,112.0,10.0,Norte,2025-06-24,FB-10051,4.0,2.0,precio justo,NO,Sí,51.0,-81.2,414.39000000000004,PROD-20
TRX-10170,PROD-2078,09/11/2025,3,571.72,69.33,13.0,En Camino,Ventas_Web,Físico,Laptop,1060.0,410.48,112.0,10.0,Norte,2025-06-24,FB-10976,1.0,3.0,dañado,SIN RESPUESTA,No,29.0,30.2,414.39000000000004,PROD-20
TRX-10171,PROD-3050,01/11/2025,10,557.63,51.69,17.0,En Camino,Medellín,App,Tablets,987.0,1039.87,240.0,0.0,Bod-ext-99,2025-09-08,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-4874.089999999998,PROD-30
TRX-10172,PROD-1731,31/12/2025,4,1597.6,70.27,22.0,En Camino,Cali,Físico,Laptop,1786.0,652.39,101.0,5.0,Norte,2024-09-18,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,3710.5699999999997,PROD-17
