SKU_ID,Categoria,Stock_Actual,Costo_Unitario_USD,Punto_Reorden,Lead_Time_Dias,Bodega_Origen,Ultima_Revision
PROD-2400,Smartphones,,782.12,171,nan,ZONA_FRANCA,2025-01-27
PROD-2401,Smartphones,961.0,1164.68,261,10,norte,2025-09-23
PROD-2402,Laptops,2.0,139.82,229,25-30 días,norte,2025-05-07
PROD-2403,LAPTOP,995.0,886.37,126,5,Sur,2025-12-02
PROD-2404,Tablets,1003.0,222.86,173,Inmediato,Sur,2025-08-21
PROD-2405,???,1178.0,102.87,198,Inmediato,Occidente,2024-08-25
PROD-2406,Tablets,1444.0,126.48,171,5,Norte,2025-05-05
PROD-2407,Monitores,1439.0,1259.54,122,5,Norte,2025-09-21
PROD-2408,smart-phone,985.0,221.06,167,25-30 días,Norte,2025-06-02
PROD-2409,Tablets,1900.0,115.47,241,10,BOD-EXT-99,2024-11-24
PROD-2410,Accesorios,799.0,684.95,290,5,norte,2025-12-25
PROD-2411,Tablets,303.0,1273.79,216,10,Norte,2024-07-13
PROD-2412,Monitores,1048.0,430.49,205,3,Occidente,2025-03-19
PROD-2413,???,1689.0,661.48,192,Inmediato,Occidente,2024-09-09
PROD-2414,Tablets,1414.0,107.89,164,25-30 días,Norte,2025-01-21
PROD-2415,Accesorios,940.0,701.16,167,Inmediato,Sur,2024-07-21
PROD-2416,Laptops,1214.0,887.54,227,25-30 días,Occidente,2024-05-25
PROD-2417,smart-phone,1834.0,877.82,162,3,Sur,2024-10-15
PROD-2418,Monitores,1759.0,532.02,212,Inmediato,norte,2025-12-04
PROD-2419,Laptops,1061.0,507.52,189,3,BOD-EXT-99,2024-06-22
PROD-2420,Laptops,767.0,204.6,180,25-30 días,Occidente,2024-09-20
PROD-2421,Laptops,1749.0,581.86,202,5,Sur,2025-06-28
PROD-2422,Smartphones,1910.0,194.27,291,Inmediato,Norte,2024-07-14
PROD-2423,smart-phone,838.0,1161.56,259,3,norte,2024-07-14
PROD-2424,???,1805.0,1451.1,215,nan,ZONA_FRANCA,2025-09-25
PROD-2425,LAPTOP,,1456.61,112,Inmediato,ZONA_FRANCA,2025-01-14
PROD-2426,smart-phone,1130.0,1304.35,293,Inmediato,Norte,2025-01-09
PROD-2427,Smartphones,617.0,921.15,223,Inmediato,norte,2025-11-08
PROD-2428,LAPTOP,582.0,1066.26,246,10,norte,2024-09-09
PROD-2429,smart-phone,1592.0,463.55,251,3,norte,2024-05-15
PROD-2430,Laptops,86.0,964.62,187,3,norte,2024-11-21
PROD-2431,Monitores,1896.0,710.69,110,Inmediato,ZONA_FRANCA,2025-04-14
PROD-2432,LAPTOP,1647.0,748.93,286,5,Sur,2025-12-14
PROD-2433,Accesorios,377.0,1148.78,114,Inmediato,norte,2025-11-26
PROD-2434,Accesorios,1425.0,458.78,109,10,Sur,2025-09-25
PROD-2435,Tablets,768.0,511.16,140,25-30 días,norte,2026-01-03
PROD-2436,LAPTOP,1056.0,1390.73,254,10,Occidente,2025-02-23
PROD-2437,Monitores,147.0,131.53,287,5,BOD-EXT-99,2024-08-05
PROD-2438,???,1945.0,754.17,172,Inmediato,Occidente,2025-10-05
PROD-2439,Smartphones,420.0,1373.56,151,3,BOD-EXT-99,2024-03-11
PROD-2440,Laptops,1898.0,935.03,227,nan,Occidente,2024-04-09
PROD-2441,Tablets,878.0,842.29,127,Inmediato,norte,2025-09-21
PROD-2442,Accesorios,1960.0,412.13,164,5,Sur,2025-03-11
PROD-2443,Smartphones,855.0,547.75,116,3,BOD-EXT-99,2025-07-31
PROD-2444,Smartphones,-28.0,1285.47,194,10,ZONA_FRANCA,2024-09-13
PROD-2445,Laptops,184.0,860.87,271,25-30 días,Norte,2024-04-26
PROD-2446,???,1074.0,796.38,237,25-30 días,BOD-EXT-99,2024-03-14
PROD-2447,???,878.0,194.39,162,Inmediato,BOD-EXT-99,2024-08-16
PROD-2448,LAPTOP,472.0,73.24,274,10,ZONA_FRANCA,2025-06-05
PROD-2449,Accesorios,1758.0,1447.34,137,nan,norte,2024-06-22
PROD-2450,???,,596.63,169,nan,Occidente,2024-09-03
PROD-2451,Monitores,380.0,924.66,203,5,Occidente,2025-08-20
PROD-2452,???,742.0,165.59,152,25-30 días,Sur,2024-05-02
PROD-2453,Smartphones,1579.0,1040.52,271,10,norte,2024-07-24
PROD-2454,Laptops,1686.0,1402.22,218,Inmediato,ZONA_FRANCA,2025-06-28
PROD-2455,Monitores,482.0,884.71,173,3,norte,2024-04-24
PROD-2456,LAPTOP,1696.0,232.87,153,Inmediato,norte,2024-03-23
PROD-2457,Accesorios,1625.0,893.5,119,Inmediato,Occidente,2024-06-06
PROD-2458,LAPTOP,1266.0,1161.2,178,10,ZONA_FRANCA,2026-01-27
PROD-2459,Smartphones,862.0,639.3,130,25-30 días,Norte,2024-04-04
PROD-2460,Monitores,1074.0,1325.76,234,10,BOD-EXT-99,2025-11-12
PROD-2461,Monitores,1475.0,990.59,157,3,Occidente,2025-05-30
PROD-2462,Monitores,1277.0,1353.91,204,10,ZONA_FRANCA,2024-09-26
PROD-2463,Smartphones,973.0,954.08,109,5,Sur,2024-04-23
PROD-2464,Smartphones,1526.0,240.37,109,Inmediato,BOD-EXT-99,2025-01-11
PROD-2465,LAPTOP,1328.0,499.05,138,25-30 días,BOD-EXT-99,2024-07-06
PROD-2466,Tablets,1469.0,342.6,255,nan,Occidente,2025-03-31
PROD-2467,LAPTOP,1631.0,1367.8,257,3,Sur,2024-05-14
PROD-2468,Accesorios,1947.0,1152.58,136,nan,Occidente,2024-05-17
PROD-2469,Laptops,176.0,1030.78,218,Inmediato,norte,2024-08-07
PROD-2470,Monitores,1209.0,486.4,166,10,ZONA_FRANCA,2026-01-25
PROD-2471,Tablets,822.0,316.86,142,nan,Sur,2024-09-04
PROD-2472,Laptops,841.0,1146.85,151,5,BOD-EXT-99,2024-07-13
PROD-2473,Tablets,1428.0,737.53,200,10,Occidente,2025-11-20
PROD-2474,???,986.0,377.39,155,Inmediato,BOD-EXT-99,2026-01-22
PROD-2475,???,,944.1,175,nan,Sur,2024-07-08
PROD-2476,smart-phone,346.0,108.48,167,3,BOD-EXT-99,2024-07-19
PROD-2477,???,1073.0,522.95,236,nan,Occidente,2025-10-02
PROD-2478,LAPTOP,598.0,729.41,205,nan,Occidente,2024-03-16
PROD-2479,???,278.0,264.54,224,25-30 días,Norte,2024-09-06
PROD-2480,Smartphones,1432.0,1477.75,191,nan,BOD-EXT-99,2024-11-17
PROD-2481,Monitores,901.0,353.19,122,Inmediato,Norte,2025-12-25
PROD-2482,LAPTOP,1955.0,239.01,290,3,Norte,2024-06-20
PROD-2483,Laptops,1966.0,345.13,208,Inmediato,BOD-EXT-99,2025-02-21
PROD-2484,smart-phone,1828.0,1165.14,160,5,Sur,2025-02-28
PROD-2485,smart-phone,1146.0,666.98,267,10,norte,2025-08-01
PROD-2486,smart-phone,1722.0,869.85,143,nan,Occidente,2025-11-26
PROD-2487,Laptops,111.0,80.46,251,25-30 días,ZONA_FRANCA,2026-01-15
PROD-2488,Laptops,1701.0,99.93,278,3,Norte,2025-01-14
PROD-2489,Laptops,725.0,696.45,285,25-30 días,Sur,2025-01-29
PROD-2490,Laptops,1777.0,1234.15,260,25-30 días,BOD-EXT-99,2025-03-22
PROD-2491,smart-phone,1001.0,1333.6,115,25-30 días,Sur,2024-09-22
PROD-2492,smart-phone,889.0,175.72,121,nan,Sur,2025-02-21
PROD-2493,Tablets,489.0,830.63,156,3,BOD-EXT-99,2024-07-28
PROD-2494,LAPTOP,771.0,1374.18,161,3,ZONA_FRANCA,2024-10-16
PROD-2495,Monitores,1411.0,612.56,206,25-30 días,BOD-EXT-99,2025-10-09
PROD-2496,???,1038.0,1252.87,170,10,ZONA_FRANCA,2025-10-24
PROD-2497,???,305.0,243.86,189,nan,BOD-EXT-99,2024-11-20
PROD-2498,Smartphones,184.0,1406.32,171,nan,Norte,2025-02-21
PROD-2499,smart-phone,1498.0,1139.56,169,Inmediato,ZONA_FRANCA,2025-02-17
PROD-2500,Smartphones,,1414.93,129,nan,Norte,2025-09-15
PROD-2501,LAPTOP,67.0,1031.09,202,25-30 días,ZONA_FRANCA,2025-03-14
PROD-2502,LAPTOP,1623.0,576.94,250,5,ZONA_FRANCA,2025-04-05
PROD-2503,Smartphones,1017.0,1410.36,131,25-30 días,BOD-EXT-99,2025-04-13
PROD-2504,smart-phone,507.0,449.57,185,3,ZONA_FRANCA,2024-08-21
PROD-2505,Smartphones,1765.0,531.65,156,nan,Norte,2025-04-15
PROD-2506,???,1955.0,1066.17,208,nan,BOD-EXT-99,2025-11-19
PROD-2507,Tablets,347.0,1159.71,108,Inmediato,Occidente,2024-10-05
PROD-2508,???,624.0,1397.64,130,5,Norte,2026-01-16
PROD-2509,Accesorios,336.0,346.96,170,nan,Occidente,2024-08-24
PROD-2510,smart-phone,833.0,1207.1,236,Inmediato,Sur,2025-03-02
PROD-2511,smart-phone,490.0,1120.89,112,Inmediato,BOD-EXT-99,2024-09-03
PROD-2512,Monitores,120.0,142.5,285,5,Sur,2025-09-27
PROD-2513,Laptops,689.0,611.47,230,25-30 días,BOD-EXT-99,2024-09-01
PROD-2514,Accesorios,1351.0,460.01,134,25-30 días,BOD-EXT-99,2025-09-25
PROD-2515,LAPTOP,68.0,491.51,120,25-30 días,Norte,2024-09-08
PROD-2516,smart-phone,1945.0,1475.27,163,10,Occidente,2024-12-05
PROD-2517,Smartphones,1655.0,982.03,194,25-30 días,BOD-EXT-99,2025-01-12
PROD-2518,Accesorios,1672.0,1090.63,279,5,Occidente,2025-06-14
PROD-2519,Monitores,1647.0,1466.1,133,10,BOD-EXT-99,2025-07-21
PROD-2520,LAPTOP,1394.0,596.94,220,25-30 días,Occidente,2025-11-28
PROD-2521,Laptops,1709.0,1212.67,262,10,Sur,2024-05-27
PROD-2522,Laptops,1474.0,680.07,114,5,Norte,2025-04-30
PROD-2523,Monitores,614.0,1310.82,219,25-30 días,BOD-EXT-99,2024-04-02
PROD-2524,Monitores,-18.0,311.95,195,3,norte,2025-06-22
PROD-2525,Smartphones,,1424.14,105,nan,Occidente,2025-04-29
PROD-2526,smart-phone,1501.0,367.22,208,5,Occidente,2024-03-09
PROD-2527,Laptops,669.0,523.02,196,Inmediato,norte,2025-01-31
PROD-2528,LAPTOP,433.0,1146.48,131,Inmediato,Norte,2024-09-03
PROD-2529,Accesorios,922.0,620.94,279,5,Occidente,2025-07-01
PROD-2530,LAPTOP,256.0,931.91,182,Inmediato,Norte,2024-11-19
PROD-2531,Tablets,406.0,694.63,255,5,Occidente,2024-11-30
PROD-2532,Tablets,280.0,1126.44,217,3,ZONA_FRANCA,2025-01-01
PROD-2533,Monitores,174.0,381.08,291,5,Occidente,2025-07-07
PROD-2534,Smartphones,1429.0,134.76,178,25-30 días,ZONA_FRANCA,2024-09-18
PROD-2535,Tablets,1032.0,484.9,177,25-30 días,BOD-EXT-99,2024-10-26
PROD-2536,Laptops,593.0,737.75,246,10,Norte,2024-06-25
PROD-2537,LAPTOP,565.0,293.63,206,Inmediato,Occidente,2025-06-19
PROD-2538,LAPTOP,144.0,564.46,225,nan,Sur,2025-01-22
PROD-2539,Monitores,438.0,629.98,114,Inmediato,Sur,2024-09-19
PROD-2540,smart-phone,1199.0,133.22,233,5,norte,2025-10-31
PROD-2541,smart-phone,1052.0,895.8,172,nan,Sur,2024-10-29
PROD-2542,Accesorios,1097.0,1332.3,200,nan,ZONA_FRANCA,2024-07-04
PROD-2543,Monitores,1191.0,270.03,197,Inmediato,Sur,2025-03-17
PROD-2544,???,465.0,916.82,265,nan,Sur,2026-01-22
PROD-2545,Accesorios,1575.0,1013.87,125,nan,Sur,2025-04-04
PROD-2546,???,1077.0,658.04,191,25-30 días,Occidente,2025-03-16
PROD-2547,smart-phone,342.0,1066.59,224,3,norte,2024-11-02
PROD-2548,Monitores,580.0,645.56,278,5,Norte,2025-04-29
PROD-2549,???,1797.0,781.72,172,Inmediato,norte,2024-06-13
PROD-2550,Monitores,,60.66,222,25-30 días,ZONA_FRANCA,2024-08-12
PROD-2551,Monitores,929.0,1052.99,152,10,Occidente,2025-01-04
PROD-2552,smart-phone,383.0,1008.95,283,nan,BOD-EXT-99,2025-10-29
PROD-2553,Accesorios,227.0,105.68,286,nan,Occidente,2025-10-17
PROD-2554,Accesorios,182.0,583.96,297,Inmediato,Sur,2025-01-07
PROD-2555,Monitores,1502.0,1469.6,177,3,Sur,2024-08-24
PROD-2556,Tablets,1544.0,660.07,191,3,ZONA_FRANCA,2024-03-30
PROD-2557,Smartphones,1063.0,777.82,285,Inmediato,BOD-EXT-99,2025-11-22
PROD-2558,smart-phone,-25.0,1369.4,187,Inmediato,Occidente,2024-04-08
PROD-2559,Smartphones,1367.0,1090.03,112,25-30 días,BOD-EXT-99,2024-06-24
PROD-2560,Smartphones,410.0,894.0,142,Inmediato,Norte,2025-01-21
PROD-2561,Accesorios,1041.0,1206.82,175,10,norte,2025-01-29
PROD-2562,Accesorios,956.0,1303.33,150,25-30 días,Occidente,2025-12-12
PROD-2563,Tablets,1944.0,712.49,118,nan,BOD-EXT-99,2025-09-11
PROD-2564,Smartphones,440.0,738.91,248,nan,Norte,2024-12-09
PROD-2565,Smartphones,1022.0,609.77,221,nan,Norte,2024-08-02
PROD-2566,Monitores,165.0,1451.72,123,nan,norte,2024-09-19
PROD-2567,Accesorios,1673.0,1060.89,125,5,Norte,2025-08-18
PROD-2568,Smartphones,1542.0,170.67,272,10,ZONA_FRANCA,2025-05-17
PROD-2569,LAPTOP,108.0,1301.29,255,25-30 días,Norte,2025-07-24
PROD-2570,Tablets,635.0,746.81,219,25-30 días,BOD-EXT-99,2025-07-14
PROD-2571,???,1726.0,149.69,181,nan,ZONA_FRANCA,2025-07-31
PROD-2572,LAPTOP,1793.0,847.09,199,3,Norte,2025-08-27
PROD-2573,LAPTOP,1539.0,654.89,256,25-30 días,Sur,2024-05-20
PROD-2574,???,1646.0,1322.74,116,10,Norte,2025-10-25
PROD-2575,smart-phone,,345.79,167,Inmediato,ZONA_FRANCA,2025-06-05
PROD-2576,smart-phone,1896.0,1248.37,143,10,Norte,2024-09-28
PROD-2577,Tablets,1095.0,858.65,160,nan,Norte,2025-07-14
PROD-2578,LAPTOP,1531.0,129.18,222,nan,Norte,2024-05-08
PROD-2579,Smartphones,1882.0,1459.18,192,5,ZONA_FRANCA,2024-09-10
PROD-2580,Accesorios,1707.0,793.29,295,25-30 días,Norte,2024-05-13
PROD-2581,Tablets,939.0,471.77,173,25-30 días,norte,2025-10-28
PROD-2582,Monitores,1491.0,730.64,252,25-30 días,BOD-EXT-99,2024-09-29
PROD-2583,???,1066.0,1293.89,166,nan,norte,2024-07-02
PROD-2584,LAPTOP,442.0,492.11,210,25-30 días,ZONA_FRANCA,2025-06-28
PROD-2585,Tablets,569.0,329.38,101,3,Sur,2024-08-23
PROD-2586,Laptops,1496.0,237.15,188,3,norte,2025-05-04
PROD-2587,Laptops,812.0,481.9,276,Inmediato,BOD-EXT-99,2025-06-27
PROD-2588,smart-phone,1641.0,1181.07,297,25-30 días,Occidente,2024-04-13
PROD-2589,???,1555.0,733.86,125,5,BOD-EXT-99,2025-03-06
PROD-2590,Accesorios,529.0,379.85,299,Inmediato,norte,2024-11-05
PROD-2591,Smartphones,1840.0,290.97,198,nan,Occidente,2025-09-02
PROD-2592,Accesorios,1225.0,532.46,126,25-30 días,ZONA_FRANCA,2025-02-19
PROD-2593,Accesorios,1805.0,1412.89,188,3,BOD-EXT-99,2024-12-14
PROD-2594,Accesorios,1305.0,547.39,245,5,Sur,2024-08-23
PROD-2595,???,1112.0,1482.78,281,Inmediato,Occidente,2024-11-27
PROD-2596,Accesorios,306.0,753.58,100,5,Occidente,2025-01-18
PROD-2597,Monitores,1574.0,309.79,288,25-30 días,BOD-EXT-99,2024-11-30
PROD-2598,???,1956.0,1342.15,202,10,norte,2025-11-09
PROD-2599,Monitores,819.0,717.52,230,5,Occidente,2025-07-24
PROD-2600,???,,1079.02,295,5,ZONA_FRANCA,2025-12-22
PROD-2601,smart-phone,835.0,1476.38,140,nan,BOD-EXT-99,2025-03-29
PROD-2602,Tablets,1951.0,122.75,264,3,ZONA_FRANCA,2025-01-19
PROD-2603,Laptops,1363.0,190.21,150,25-30 días,BOD-EXT-99,2025-09-18
PROD-2604,Accesorios,1233.0,1094.66,114,5,ZONA_FRANCA,2025-10-18
PROD-2605,smart-phone,569.0,458.65,107,25-30 días,norte,2024-08-31
PROD-2606,Tablets,832.0,317.24,137,3,BOD-EXT-99,2024-08-08
PROD-2607,Laptops,746.0,107.07,213,nan,Sur,2025-09-28
PROD-2608,LAPTOP,1246.0,81.68,182,25-30 días,norte,2025-02-09
PROD-2609,Smartphones,568.0,1173.0,155,3,ZONA_FRANCA,2024-12-28
PROD-2610,Monitores,1784.0,244.93,274,3,BOD-EXT-99,2025-11-14
PROD-2611,LAPTOP,194.0,728.19,202,Inmediato,norte,2025-01-08
PROD-2612,???,879.0,928.55,237,nan,ZONA_FRANCA,2024-07-02
PROD-2613,Laptops,1220.0,671.11,201,nan,Norte,2024-08-15
PROD-2614,LAPTOP,469.0,89.3,177,25-30 días,Norte,2025-11-19
PROD-2615,Smartphones,-43.0,1186.08,276,10,Occidente,2026-01-27
PROD-2616,smart-phone,1969.0,65.24,268,Inmediato,Sur,2024-10-26
PROD-2617,Laptops,444.0,1154.74,182,nan,Norte,2025-11-11
PROD-2618,LAPTOP,1579.0,1345.29,129,3,ZONA_FRANCA,2024-08-13
PROD-2619,Monitores,1012.0,677.62,104,nan,norte,2024-12-23
PROD-2620,Monitores,136.0,826.54,218,10,BOD-EXT-99,2024-09-05
PROD-2621,Tablets,1827.0,741.63,298,5,norte,2025-04-29
PROD-2622,LAPTOP,35.0,614.35,130,5,Occidente,2025-06-22
PROD-2623,Accesorios,86.0,1336.77,279,nan,norte,2024-06-27
PROD-2624,LAPTOP,1586.0,1346.2,122,nan,Norte,2025-11-25
PROD-2625,smart-phone,,536.93,147,Inmediato,norte,2025-03-18
PROD-2626,Laptops,1701.0,941.85,208,nan,Norte,2024-06-05
PROD-2627,Laptops,1737.0,1394.02,139,10,Norte,2026-01-13
PROD-2628,smart-phone,821.0,1444.98,105,nan,Sur,2024-05-02
PROD-2629,LAPTOP,893.0,787.99,137,25-30 días,Occidente,2025-02-23
PROD-2630,smart-phone,1576.0,706.6,268,10,ZONA_FRANCA,2024-06-17
PROD-2631,Smartphones,298.0,454.11,199,Inmediato,Norte,2025-02-23
PROD-2632,???,1626.0,1440.36,126,25-30 días,BOD-EXT-99,2025-10-27
PROD-2633,smart-phone,1146.0,257.08,168,25-30 días,Occidente,2025-12-11
PROD-2634,Monitores,-41.0,890.75,156,5,ZONA_FRANCA,2025-08-10
PROD-2635,smart-phone,1411.0,459.7,116,10,BOD-EXT-99,2025-02-28
PROD-2636,Laptops,616.0,454.56,170,25-30 días,norte,2024-03-09
PROD-2637,Monitores,1472.0,637.2,146,Inmediato,Occidente,2025-02-13
PROD-2638,Laptops,550.0,1498.25,178,5,BOD-EXT-99,2025-01-06
PROD-2639,Tablets,276.0,129.7,209,25-30 días,Occidente,2025-10-09
PROD-2640,Accesorios,929.0,888.89,112,10,Occidente,2025-02-18
PROD-2641,Laptops,578.0,169.73,238,5,norte,2026-01-31
PROD-2642,Monitores,1579.0,274.06,223,10,norte,2025-11-30
PROD-2643,Tablets,223.0,687.37,208,10,Occidente,2025-06-20
PROD-2644,Laptops,634.0,790.17,189,10,BOD-EXT-99,2024-12-05
PROD-2645,Smartphones,65.0,425.25,185,5,Sur,2026-01-13
PROD-2646,smart-phone,810.0,508.86,191,25-30 días,Norte,2026-01-01
PROD-2647,Accesorios,1953.0,176.1,123,nan,norte,2024-05-09
PROD-2648,Laptops,642.0,489.67,172,3,Sur,2026-01-08
PROD-2649,Tablets,1055.0,1451.51,103,25-30 días,norte,2025-07-05
PROD-2650,Smartphones,,1419.83,212,5,Occidente,2025-08-24
PROD-2651,LAPTOP,1742.0,535.57,145,3,Sur,2025-05-22
PROD-2652,Tablets,103.0,877.74,117,3,BOD-EXT-99,2024-07-10
PROD-2653,smart-phone,1850.0,1368.91,142,3,BOD-EXT-99,2025-10-10
PROD-2654,Tablets,1377.0,58.97,260,nan,ZONA_FRANCA,2024-09-15
PROD-2655,Smartphones,1239.0,1225.49,192,Inmediato,Norte,2024-03-31
PROD-2656,Tablets,264.0,1425.14,202,5,Norte,2025-06-26
PROD-2657,Smartphones,1014.0,182.42,223,nan,norte,2025-02-09
PROD-2658,Laptops,54.0,284.1,109,nan,Norte,2025-08-16
PROD-2659,???,1874.0,1443.08,172,Inmediato,ZONA_FRANCA,2024-08-26
PROD-2660,Smartphones,1863.0,829.43,286,3,BOD-EXT-99,2025-06-04
PROD-2661,Smartphones,1166.0,70.59,130,Inmediato,Sur,2025-01-22
PROD-2662,Accesorios,1374.0,423.57,255,Inmediato,Sur,2025-09-15
PROD-2663,Smartphones,1722.0,702.42,159,nan,BOD-EXT-99,2025-10-27
PROD-2664,Smartphones,1910.0,1054.72,230,5,Occidente,2025-09-07
PROD-2665,LAPTOP,1553.0,1113.08,217,10,BOD-EXT-99,2025-08-03
PROD-2666,???,658.0,1493.36,282,Inmediato,Sur,2025-12-06
PROD-2667,Laptops,600.0,466.89,113,Inmediato,norte,2025-12-21
PROD-2668,smart-phone,896.0,830.42,285,3,ZONA_FRANCA,2024-08-07
PROD-2669,Accesorios,610.0,823.32,242,3,BOD-EXT-99,2024-03-11
PROD-2670,LAPTOP,1082.0,638.19,101,nan,Occidente,2026-01-30
PROD-2671,Monitores,649.0,295.28,123,3,norte,2025-04-19
PROD-2672,???,1988.0,1467.31,163,25-30 días,BOD-EXT-99,2025-09-16
PROD-2673,Laptops,501.0,1287.31,298,Inmediato,norte,2024-05-25
PROD-2674,Laptops,354.0,772.58,199,3,BOD-EXT-99,2024-09-07
PROD-2675,Monitores,,924.71,213,5,norte,2025-06-24
PROD-2676,smart-phone,411.0,379.53,123,25-30 días,Norte,2025-03-07
PROD-2677,Smartphones,823.0,838.49,254,nan,norte,2024-05-25
PROD-2678,LAPTOP,33.0,1057.71,264,10,Norte,2024-12-24
PROD-2679,Tablets,1372.0,796.99,190,Inmediato,Sur,2024-09-11
PROD-2680,Accesorios,170.0,1485.91,266,Inmediato,Norte,2025-09-27
PROD-2681,Tablets,1341.0,936.45,290,5,norte,2025-05-12
PROD-2682,Monitores,61.0,587.91,125,10,ZONA_FRANCA,2026-01-17
PROD-2683,Laptops,564.0,1169.62,164,10,ZONA_FRANCA,2025-06-20
PROD-2684,smart-phone,1531.0,297.17,219,nan,Sur,2025-10-19
PROD-2685,Laptops,424.0,607.55,103,nan,norte,2024-09-26
PROD-2686,Accesorios,1863.0,553.09,256,25-30 días,Norte,2025-03-19
PROD-2687,Laptops,220.0,676.12,100,Inmediato,ZONA_FRANCA,2025-06-27
PROD-2688,Laptops,1870.0,1183.58,149,3,BOD-EXT-99,2025-04-30
PROD-2689,Accesorios,1340.0,752.05,209,nan,Occidente,2025-02-25
PROD-2690,LAPTOP,-11.0,1201.32,238,5,norte,2024-11-06
PROD-2691,LAPTOP,1932.0,885.91,173,5,BOD-EXT-99,2025-01-28
PROD-2692,Accesorios,943.0,546.0,286,5,BOD-EXT-99,2024-10-15
PROD-2693,smart-phone,1962.0,1224.47,161,nan,norte,2025-07-26
PROD-2694,Monitores,239.0,395.52,180,nan,Occidente,2024-12-09
PROD-2695,???,228.0,375.36,263,5,ZONA_FRANCA,2024-09-24
PROD-2696,Laptops,530.0,781.53,155,nan,Occidente,2025-12-24
PROD-2697,smart-phone,812.0,428.23,210,3,Sur,2025-08-23
PROD-2698,Laptops,203.0,63.18,120,3,Norte,2025-10-03
PROD-2699,???,130.0,990.03,240,25-30 días,Norte,2024-12-29
PROD-2700,Monitores,,791.09,108,Inmediato,BOD-EXT-99,2025-05-15
PROD-2701,LAPTOP,630.0,696.0,238,3,ZONA_FRANCA,2024-07-20
PROD-2702,smart-phone,774.0,1452.1,169,25-30 días,Occidente,2024-06-07
PROD-2703,Smartphones,649.0,878.24,228,10,BOD-EXT-99,2025-09-25
PROD-2704,Smartphones,1299.0,1301.98,217,Inmediato,norte,2024-08-10
PROD-2705,???,1330.0,252.2,297,3,BOD-EXT-99,2025-02-10
PROD-2706,Smartphones,1623.0,875.35,155,10,norte,2024-04-12
PROD-2707,LAPTOP,1588.0,1308.57,130,25-30 días,norte,2024-11-26
PROD-2708,???,1907.0,895.5,136,3,Sur,2025-11-28
PROD-2709,LAPTOP,161.0,1091.12,274,3,Sur,2025-06-28
PROD-2710,Monitores,1488.0,589.46,190,nan,norte,2024-07-18
PROD-2711,Laptops,333.0,184.05,213,10,ZONA_FRANCA,2024-12-01
PROD-2712,Monitores,1664.0,713.96,227,3,Sur,2025-11-19
PROD-2713,Monitores,291.0,622.0,274,5,Sur,2024-10-29
PROD-2714,LAPTOP,1788.0,1307.24,221,nan,Norte,2024-12-03
PROD-2715,???,1937.0,403.79,168,nan,BOD-EXT-99,2025-07-24
PROD-2716,???,793.0,1451.76,285,3,Norte,2025-07-27
PROD-2717,Smartphones,1484.0,1439.3,135,nan,ZONA_FRANCA,2026-01-20
PROD-2718,Tablets,369.0,409.07,131,Inmediato,Sur,2025-06-07
PROD-2719,Laptops,1938.0,554.68,163,10,Sur,2024-06-18
PROD-2720,LAPTOP,1882.0,1348.56,298,Inmediato,Occidente,2024-11-05
PROD-2721,Smartphones,1799.0,1451.6,269,25-30 días,ZONA_FRANCA,2025-01-14
PROD-2722,smart-phone,255.0,692.99,147,Inmediato,BOD-EXT-99,2025-12-15
PROD-2723,Tablets,818.0,515.45,180,5,BOD-EXT-99,2025-03-21
PROD-2724,Tablets,1085.0,812.84,257,nan,BOD-EXT-99,2025-07-07
PROD-2725,LAPTOP,,1047.27,248,nan,ZONA_FRANCA,2024-08-03
PROD-2726,Accesorios,1384.0,446.54,159,5,Occidente,2025-10-05
PROD-2727,Laptops,155.0,1117.89,240,nan,Occidente,2024-07-04
PROD-2728,Tablets,445.0,124.9,100,Inmediato,Norte,2025-03-23
PROD-2729,LAPTOP,1859.0,121.48,164,25-30 días,ZONA_FRANCA,2025-12-27
PROD-2730,LAPTOP,995.0,610.12,132,3,ZONA_FRANCA,2024-10-26
PROD-2731,Smartphones,162.0,562.54,137,5,Occidente,2024-07-27
PROD-2732,smart-phone,259.0,507.67,124,Inmediato,norte,2024-06-30
PROD-2733,Accesorios,1941.0,761.98,253,Inmediato,norte,2024-12-25
PROD-2734,Laptops,221.0,515.06,158,Inmediato,Norte,2025-10-17
PROD-2735,???,1772.0,328.77,260,3,norte,2025-12-24
PROD-2736,Monitores,392.0,498.73,200,10,norte,2024-06-30
PROD-2737,smart-phone,203.0,1463.61,226,nan,norte,2025-08-05
PROD-2738,smart-phone,470.0,646.11,140,nan,Sur,2026-01-20
PROD-2739,Smartphones,926.0,694.83,257,25-30 días,Norte,2025-02-27
PROD-2740,???,-41.0,885.99,156,10,Occidente,2024-08-02
PROD-2741,Tablets,1533.0,1475.84,276,nan,norte,2025-09-28
PROD-2742,Tablets,1084.0,400.32,147,25-30 días,BOD-EXT-99,2025-11-30
PROD-2743,Smartphones,102.0,1037.86,171,25-30 días,Sur,2025-11-11
PROD-2744,LAPTOP,1608.0,1088.18,276,Inmediato,norte,2025-04-08
PROD-2745,Tablets,1806.0,930.62,274,5,Sur,2025-12-29
PROD-2746,Accesorios,1164.0,178.44,155,Inmediato,Norte,2024-06-02
PROD-2747,Laptops,1702.0,1031.46,164,3,BOD-EXT-99,2025-12-14
PROD-2748,smart-phone,1054.0,142.94,111,nan,BOD-EXT-99,2024-04-14
