Feedback_ID,Transaccion_ID,Rating_Producto,Rating_Logistica,Comentario_Texto,Recomienda_Marca,Ticket_Soporte_Abierto,Edad_Cliente,Satisfaccion_NPS
FB-8405,TRX-10425,2,3,---,SI,Sí,27,82.8
FB-8406,TRX-17439,2,4,N/A,Maybe,Sí,84,-0.5
FB-8407,TRX-18474,1,1,Precio justo,NO,Sí,25,86.7
FB-8408,TRX-15377,5,1,---,NO,No,39,28.5
FB-8409,TRX-19630,2,4,N/A,NO,Sí,52,-19.8
FB-8410,TRX-13153,2,3,Lento,Maybe,No,21,56.6
FB-8411,TRX-11769,5,4,Excelente,N/A,0,33,-86.4
FB-8412,TRX-11682,2,3,N/A,SI,0,54,17.4
FB-8413,TRX-10201,5,3,Precio justo,SI,No,39,-48.5
FB-8414,TRX-19751,2,4,---,NO,No,79,68.5
FB-8415,TRX-11106,5,1,Excelente,N/A,No,67,78.1
FB-8416,TRX-19713,5,5,N/A,N/A,1,77,17.1
FB-8417,TRX-13172,3,2,N/A,N/A,Sí,44,-47.8
FB-8418,TRX-19391,4,5,Excelente,N/A,No,69,-22.2
FB-8419,TRX-12064,5,1,---,NO,1,57,24.1
FB-8420,TRX-18337,2,2,No volvería,SI,1,47,-15.0
FB-8421,TRX-14198,1,4,No volvería,Maybe,1,69,55.4
FB-8422,TRX-15822,5,5,Lento,NO,No,55,-26.2
FB-8423,TRX-16897,2,3,Precio justo,Maybe,0,32,1.1
FB-8424,TRX-17887,5,1,---,SI,1,45,-62.2
FB-8425,TRX-17284,3,1,Dañado,NO,Sí,76,39.6
FB-8426,TRX-13046,1,1,No volvería,NO,No,57,73.0
FB-8427,TRX-13983,1,5,Precio justo,N/A,Sí,22,-26.7
FB-8428,TRX-12255,2,3,No volvería,Maybe,Sí,56,90.9
FB-8429,TRX-10722,4,5,N/A,Maybe,1,73,-92.3
FB-8430,TRX-10991,3,3,Precio justo,Maybe,1,52,-55.9
FB-8431,TRX-12091,4,2,Lento,N/A,1,34,-17.5
FB-8432,TRX-15106,1,4,Excelente,N/A,No,36,-15.1
FB-8433,TRX-19576,1,1,No volvería,N/A,Sí,35,58.7
FB-8434,TRX-17140,4,3,---,N/A,0,19,77.4
FB-8435,TRX-18407,5,5,Excelente,NO,1,83,-39.4
FB-8436,TRX-15861,4,5,N/A,SI,0,66,27.8
FB-8437,TRX-15098,4,1,Excelente,SI,1,49,10.3
FB-8438,TRX-19562,5,1,---,SI,No,55,-64.5
FB-8439,TRX-18866,5,1,---,Maybe,No,43,-34.8
FB-8440,TRX-12385,5,2,---,Maybe,0,70,-96.0
FB-8441,TRX-12415,3,4,Dañado,SI,Sí,67,-39.2
FB-8442,TRX-17692,1,3,Dañado,NO,Sí,49,-78.9
FB-8443,TRX-15057,1,1,Lento,N/A,1,39,79.7
FB-8444,TRX-19884,5,3,Precio justo,SI,1,64,79.8
FB-8445,TRX-15618,5,5,---,Maybe,Sí,18,36.0
FB-8446,TRX-14768,3,4,Lento,Maybe,0,55,98.6
FB-8447,TRX-16042,3,4,Precio justo,N/A,0,72,16.0
FB-8448,TRX-10132,2,3,N/A,Maybe,Sí,23,-59.9
FB-8449,TRX-18481,4,5,---,Maybe,1,37,76.9
FB-8450,TRX-19608,99,5,Dañado,N/A,1,79,-58.3
FB-8451,TRX-12369,1,2,Lento,N/A,No,35,-46.6
FB-8452,TRX-10939,1,1,Precio justo,SI,1,49,31.7
FB-8453,TRX-13889,3,5,N/A,SI,Sí,41,-74.1
FB-8454,TRX-18308,4,1,Dañado,N/A,1,71,22.0
FB-8455,TRX-19166,3,1,Precio justo,NO,1,68,-39.4
FB-8456,TRX-10894,2,3,Lento,Maybe,0,29,25.2
FB-8457,TRX-16915,2,1,No volvería,SI,No,51,59.6
FB-8458,TRX-15633,2,3,No volvería,Maybe,Sí,78,-21.1
FB-8459,TRX-13201,3,4,N/A,Maybe,1,80,-33.8
FB-8460,TRX-13282,4,5,Lento,Maybe,Sí,56,-33.9
FB-8461,TRX-13297,5,3,N/A,NO,No,54,-28.5
FB-8462,TRX-11120,1,2,Excelente,Maybe,0,29,56.7
FB-8463,TRX-15595,5,3,N/A,Maybe,No,33,-13.9
FB-8464,TRX-13102,4,1,---,SI,Sí,36,42.7
FB-8465,TRX-17794,3,2,No volvería,Maybe,Sí,18,48.0
FB-8466,TRX-17657,3,1,N/A,NO,0,82,6.6
FB-8467,TRX-19826,3,2,No volvería,NO,Sí,36,-8.9
FB-8468,TRX-15425,2,3,No volvería,Maybe,1,69,-24.3
FB-8469,TRX-19476,2,1,Excelente,NO,Sí,61,31.0
FB-8470,TRX-19274,2,3,Dañado,N/A,1,61,2.9
FB-8471,TRX-15499,5,5,Dañado,NO,No,19,-41.7
FB-8472,TRX-14909,1,2,---,N/A,0,21,6.6
FB-8473,TRX-16859,3,4,Excelente,NO,1,36,31.6
FB-8474,TRX-15384,3,4,N/A,NO,1,62,8.9
FB-8475,TRX-12658,5,3,Excelente,SI,0,50,-97.0
FB-8476,TRX-11717,1,2,Lento,Maybe,1,34,98.6
FB-8477,TRX-17443,1,2,Lento,SI,1,74,51.4
FB-8478,TRX-10691,5,3,---,N/A,Sí,34,-51.3
FB-8479,TRX-18125,3,4,N/A,SI,No,21,52.1
FB-8480,TRX-13594,4,5,Lento,SI,No,25,53.5
FB-8481,TRX-10060,4,4,Dañado,NO,1,54,20.2
FB-8482,TRX-13654,1,1,N/A,N/A,0,19,24.9
FB-8483,TRX-13772,1,4,---,NO,Sí,43,-67.7
FB-8484,TRX-17643,3,1,Precio justo,N/A,Sí,58,-25.6
FB-8485,TRX-13492,1,1,No volvería,N/A,1,30,17.6
FB-8486,TRX-13916,5,5,Lento,NO,Sí,41,-84.5
FB-8487,TRX-17876,4,5,---,Maybe,0,79,95.6
FB-8488,TRX-15431,4,4,No volvería,Maybe,0,82,-79.6
FB-8489,TRX-16158,1,3,Excelente,N/A,1,48,-19.3
FB-8490,TRX-13363,5,4,Dañado,Maybe,1,35,82.7
FB-8491,TRX-16558,1,5,Lento,NO,0,32,-97.0
FB-8492,TRX-13018,1,1,N/A,NO,0,41,36.6
FB-8493,TRX-10110,5,1,N/A,NO,No,82,-22.3
FB-8494,TRX-15944,5,3,Precio justo,SI,0,32,43.4
FB-8495,TRX-10162,2,4,N/A,SI,Sí,68,32.8
FB-8496,TRX-11208,4,3,Dañado,NO,No,37,19.4
FB-8497,TRX-15863,1,3,Excelente,N/A,No,69,73.1
FB-8498,TRX-10491,3,4,N/A,SI,1,22,-99.0
FB-8499,TRX-19088,1,2,---,N/A,1,71,-70.8
FB-8500,TRX-11887,1,4,---,NO,0,54,57.4
FB-8501,TRX-12333,3,3,N/A,N/A,0,79,27.0
FB-8502,TRX-14760,4,2,N/A,NO,1,28,85.1
FB-8503,TRX-17215,2,3,No volvería,N/A,Sí,59,-12.2
FB-8504,TRX-13185,5,3,Dañado,SI,1,23,9.9
FB-8505,TRX-19595,2,3,---,N/A,1,62,24.8
FB-8506,TRX-15896,1,1,No volvería,NO,No,74,-64.8
FB-8507,TRX-10719,1,4,N/A,Maybe,1,56,-71.3
FB-8508,TRX-10486,3,5,Lento,Maybe,No,54,-49.3
FB-8509,TRX-13262,3,1,N/A,SI,No,57,-22.8
FB-8510,TRX-13241,1,4,N/A,NO,0,75,-2.5
FB-8511,TRX-14654,2,1,Excelente,N/A,No,24,-7.1
FB-8512,TRX-12853,2,4,Precio justo,NO,1,57,58.4
FB-8513,TRX-13587,4,2,Dañado,NO,1,52,-73.2
FB-8514,TRX-14292,1,5,N/A,SI,1,31,-26.2
FB-8515,TRX-12855,5,2,No volvería,N/A,1,26,89.2
FB-8516,TRX-15567,5,2,Excelente,NO,No,56,54.4
FB-8517,TRX-19085,2,4,---,Maybe,No,62,-14.4
FB-8518,TRX-14029,3,3,Excelente,N/A,Sí,78,16.2
FB-8519,TRX-12925,3,3,---,Maybe,Sí,67,-6.0
FB-8520,TRX-13211,2,3,Lento,Maybe,0,57,-23.2
FB-8521,TRX-10352,4,3,Dañado,SI,1,45,-73.4
FB-8522,TRX-12884,1,5,Lento,Maybe,0,53,-66.5
FB-8523,TRX-14289,5,2,Lento,Maybe,No,27,-42.4
FB-8524,TRX-11657,2,1,Lento,SI,No,78,-27.0
FB-8525,TRX-10343,3,5,Excelente,NO,1,54,-49.7
FB-8526,TRX-12248,1,4,No volvería,NO,0,41,15.5
FB-8527,TRX-16208,5,5,No volvería,NO,No,51,19.6
FB-8528,TRX-11818,4,5,Precio justo,Maybe,No,18,-90.8
FB-8529,TRX-15544,2,4,N/A,NO,No,38,29.9
FB-8530,TRX-13444,1,1,Precio justo,N/A,1,61,-6.5
FB-8531,TRX-14998,5,2,No volvería,Maybe,Sí,57,9.4
FB-8532,TRX-17474,4,5,Lento,NO,Sí,69,78.7
FB-8533,TRX-13934,3,4,Excelente,Maybe,No,18,-63.3
FB-8534,TRX-16056,1,4,Lento,N/A,1,70,-19.1
FB-8535,TRX-16100,2,1,Lento,SI,0,84,-3.0
FB-8536,TRX-12807,5,5,---,Maybe,No,50,18.2
FB-8537,TRX-18633,3,4,Lento,SI,1,28,35.5
FB-8538,TRX-17106,3,1,Dañado,N/A,No,58,-74.1
FB-8539,TRX-11071,5,1,Dañado,SI,No,66,49.8
FB-8540,TRX-11941,5,4,Lento,N/A,1,77,-55.8
FB-8541,TRX-12366,5,4,Precio justo,SI,1,63,90.2
FB-8542,TRX-12142,1,5,Precio justo,N/A,No,33,-78.9
FB-8543,TRX-13107,2,5,No volvería,NO,Sí,51,97.3
FB-8544,TRX-13140,3,2,Excelente,NO,0,41,85.6
FB-8545,TRX-18725,4,4,Dañado,NO,Sí,25,77.8
FB-8546,TRX-16196,5,3,N/A,SI,1,47,-93.9
FB-8547,TRX-16131,2,3,Lento,SI,0,70,-59.7
FB-8548,TRX-15209,4,2,N/A,N/A,0,70,13.6
FB-8549,TRX-19823,1,4,Dañado,N/A,No,82,44.3
FB-8550,TRX-17037,3,1,N/A,Maybe,Sí,44,47.0
FB-8551,TRX-14006,2,3,No volvería,Maybe,1,30,-90.8
FB-8552,TRX-10756,2,5,Precio justo,SI,1,24,37.7
FB-8553,TRX-19622,3,3,---,SI,0,44,-0.7
FB-8554,TRX-13098,3,4,Precio justo,NO,Sí,53,-37.3
FB-8555,TRX-18773,5,3,---,NO,Sí,84,37.9
FB-8556,TRX-14819,3,2,---,Maybe,1,73,-49.9
FB-8557,TRX-12434,2,5,Excelente,N/A,Sí,31,29.0
FB-8558,TRX-15368,5,2,Excelente,N/A,0,18,22.4
FB-8559,TRX-14049,3,1,---,N/A,1,56,18.2
FB-8560,TRX-10872,4,1,No volvería,SI,No,36,6.6
FB-8561,TRX-14588,4,1,Excelente,NO,No,84,-45.5
FB-8562,TRX-12071,3,1,No volvería,N/A,0,64,-59.8
FB-8563,TRX-18327,2,4,N/A,NO,Sí,68,-23.4
FB-8564,TRX-19569,5,4,N/A,N/A,1,82,94.2
FB-8565,TRX-18011,5,4,---,Maybe,0,24,57.5
FB-8566,TRX-13428,5,2,Dañado,NO,1,64,-23.1
FB-8567,TRX-11333,1,2,Lento,Maybe,1,24,36.7
FB-8568,TRX-17711,3,3,Precio justo,NO,0,75,-43.8
FB-8569,TRX-11062,1,5,---,N/A,No,73,-57.1
FB-8570,TRX-12743,1,2,Lento,N/A,1,51,16.7
FB-8571,TRX-18333,4,3,N/A,N/A,1,65,-48.8
FB-8572,TRX-16358,5,1,Dañado,N/A,1,55,9.3
FB-8573,TRX-18342,1,1,N/A,N/A,0,57,-84.0
FB-8574,TRX-16131,2,2,---,N/A,0,46,67.0
FB-8575,TRX-18168,3,4,Excelente,N/A,No,54,-23.6
FB-8576,TRX-18501,2,3,Precio justo,SI,1,24,-96.9
FB-8577,TRX-17606,5,5,Excelente,NO,0,56,91.7
FB-8578,TRX-12932,4,3,Lento,Maybe,1,35,9.1
FB-8579,TRX-15272,2,4,N/A,SI,No,27,83.2
FB-8580,TRX-16125,2,4,Excelente,NO,Sí,73,-62.4
FB-8581,TRX-18609,1,2,No volvería,Maybe,Sí,40,-40.0
FB-8582,TRX-17918,2,4,Lento,NO,Sí,73,-23.4
FB-8583,TRX-18106,4,4,Excelente,Maybe,No,50,-60.9
FB-8584,TRX-17762,2,5,Lento,Maybe,0,62,-9.2
FB-8585,TRX-14396,2,4,Excelente,Maybe,1,51,-43.7
FB-8586,TRX-19522,5,1,Excelente,NO,0,23,-74.9
FB-8587,TRX-16569,4,4,N/A,NO,Sí,27,-83.7
FB-8588,TRX-19567,2,1,N/A,Maybe,Sí,84,-48.4
FB-8589,TRX-10599,5,5,N/A,Maybe,1,55,96.2
FB-8590,TRX-13394,3,2,Lento,N/A,1,61,-48.7
FB-8591,TRX-13596,2,1,Dañado,Maybe,No,26,71.1
FB-8592,TRX-13325,2,2,---,N/A,1,47,-8.2
FB-8593,TRX-17406,5,2,Lento,N/A,0,79,-49.5
FB-8594,TRX-13840,5,1,Precio justo,N/A,0,50,64.6
FB-8595,TRX-16486,5,3,Precio justo,Maybe,1,29,51.0
FB-8596,TRX-13581,2,4,Dañado,Maybe,0,81,23.5
FB-8597,TRX-15013,1,5,Excelente,Maybe,0,52,-42.7
FB-8598,TRX-16963,1,2,Lento,Maybe,Sí,79,52.4
FB-8599,TRX-16178,5,3,---,N/A,Sí,34,-96.1
FB-8600,TRX-19361,99,2,N/A,Maybe,1,195,-44.0
FB-8601,TRX-12575,1,3,Excelente,N/A,1,51,72.4
FB-8602,TRX-16129,3,5,Excelente,N/A,1,78,-53.2
FB-8603,TRX-14170,1,3,Precio justo,N/A,Sí,79,25.9
FB-8604,TRX-19020,1,5,N/A,NO,0,27,-4.1
FB-8605,TRX-11388,2,4,---,SI,No,67,-14.2
FB-8606,TRX-12200,1,3,N/A,N/A,0,69,37.2
FB-8607,TRX-11376,5,2,Lento,N/A,No,24,-92.4
FB-8608,TRX-14834,2,4,No volvería,SI,Sí,59,-0.4
FB-8609,TRX-17282,1,2,N/A,NO,No,74,-12.0
FB-8610,TRX-18500,3,2,---,Maybe,1,50,50.2
FB-8611,TRX-15760,2,4,N/A,NO,1,71,-14.7
FB-8612,TRX-13771,2,4,Precio justo,Maybe,1,72,81.0
FB-8613,TRX-19567,2,5,N/A,SI,1,26,98.5
FB-8614,TRX-10674,1,3,Excelente,NO,0,62,75.2
FB-8615,TRX-17622,5,5,Excelente,SI,1,55,59.2
FB-8616,TRX-18392,4,1,No volvería,NO,No,36,43.4
FB-8617,TRX-15511,4,1,Excelente,NO,Sí,61,12.2
FB-8618,TRX-16981,4,5,Dañado,SI,1,79,57.4
FB-8619,TRX-17391,1,5,No volvería,SI,0,30,20.6
FB-8620,TRX-17660,3,3,N/A,SI,1,52,92.4
FB-8621,TRX-17086,2,4,Excelente,Maybe,1,66,77.9
FB-8622,TRX-16700,2,1,Precio justo,SI,0,58,15.3
FB-8623,TRX-16021,5,4,Precio justo,N/A,Sí,72,-15.0
FB-8624,TRX-18151,2,2,---,N/A,0,32,-60.6
FB-8625,TRX-15194,5,2,Dañado,SI,No,31,-51.1
FB-8626,TRX-14473,1,4,No volvería,SI,0,76,-56.2
FB-8627,TRX-16264,4,2,No volvería,NO,No,63,78.3
FB-8628,TRX-10404,5,1,Excelente,N/A,1,45,83.4
FB-8629,TRX-12942,5,1,Excelente,Maybe,0,76,-36.0
FB-8630,TRX-17236,2,2,Lento,NO,1,55,40.4
FB-8631,TRX-13830,1,1,N/A,Maybe,0,57,-75.1
FB-8632,TRX-14351,4,2,Dañado,SI,No,68,12.3
FB-8633,TRX-11243,1,3,No volvería,NO,0,26,-40.1
FB-8634,TRX-15883,4,3,Excelente,N/A,No,28,90.1
FB-8635,TRX-11350,3,4,N/A,NO,1,37,-72.8
FB-8636,TRX-14825,1,2,No volvería,Maybe,0,51,-73.0
FB-8637,TRX-18220,3,3,N/A,N/A,0,50,54.3
FB-8638,TRX-18401,4,3,Dañado,Maybe,1,45,-37.6
FB-8639,TRX-18956,5,1,Precio justo,N/A,0,70,-48.9
FB-8640,TRX-11280,3,4,Dañado,SI,No,53,-58.1
FB-8641,TRX-14528,4,4,No volvería,SI,0,58,-49.4
FB-8642,TRX-13731,4,3,Excelente,SI,1,47,97.8
FB-8643,TRX-11612,3,3,No volvería,N/A,0,44,-9.3
FB-8644,TRX-11942,1,4,Lento,NO,Sí,67,-49.9
FB-8645,TRX-11168,5,1,N/A,SI,0,28,-87.4
FB-8646,TRX-15902,4,5,Dañado,N/A,0,34,-75.8
FB-8647,TRX-10627,1,1,Lento,N/A,0,67,31.4
FB-8648,TRX-18946,4,5,No volvería,SI,1,49,-47.9
FB-8649,TRX-13281,4,4,---,N/A,1,40,11.2
FB-8650,TRX-15468,4,4,No volvería,N/A,No,62,10.5
FB-8651,TRX-13221,1,4,N/A,SI,Sí,35,-27.6
FB-8652,TRX-15394,2,2,Lento,NO,1,39,42.7
FB-8653,TRX-14096,5,2,Excelente,Maybe,Sí,45,-93.3
FB-8654,TRX-14959,5,2,Excelente,NO,0,66,-16.6
FB-8655,TRX-14496,2,4,Dañado,N/A,0,59,-13.2
FB-8656,TRX-13123,4,3,N/A,N/A,0,32,-75.1
FB-8657,TRX-19896,2,4,Lento,N/A,0,37,-96.9
FB-8658,TRX-12258,3,5,Dañado,SI,Sí,49,6.8
FB-8659,TRX-18898,3,1,Dañado,Maybe,No,73,-41.1
FB-8660,TRX-14278,1,5,Precio justo,N/A,Sí,70,86.4
FB-8661,TRX-10139,1,1,N/A,N/A,0,60,41.1
FB-8662,TRX-14906,3,5,Dañado,NO,No,39,-82.4
FB-8663,TRX-14617,2,1,N/A,N/A,No,37,31.1
FB-8664,TRX-15679,1,3,N/A,N/A,0,18,75.1
FB-8665,TRX-16616,2,1,Dañado,SI,No,68,91.4
FB-8666,TRX-16647,1,4,Precio justo,NO,1,74,-37.5
FB-8667,TRX-19501,5,5,Dañado,NO,0,59,-12.4
FB-8668,TRX-10194,2,2,Dañado,N/A,No,69,29.1
FB-8669,TRX-17733,3,3,N/A,SI,Sí,43,81.9
FB-8670,TRX-18399,3,5,Dañado,SI,No,80,35.2
FB-8671,TRX-12445,1,3,Lento,Maybe,Sí,78,-23.2
FB-8672,TRX-16512,2,2,Precio justo,Maybe,1,79,-82.0
FB-8673,TRX-13728,4,2,Excelente,N/A,0,84,-71.2
FB-8674,TRX-13717,3,2,Dañado,Maybe,No,78,9.6
FB-8675,TRX-13438,3,2,Lento,SI,1,63,-52.3
FB-8676,TRX-17773,2,2,Lento,NO,Sí,66,-10.1
FB-8677,TRX-13829,2,4,Lento,Maybe,1,41,-18.5
FB-8678,TRX-18451,1,1,Precio justo,N/A,1,63,14.1
FB-8679,TRX-19617,4,2,---,SI,Sí,74,-33.3
FB-8680,TRX-19054,3,5,---,Maybe,0,31,-7.9
FB-8681,TRX-17679,2,5,Precio justo,SI,1,19,16.4
FB-8682,TRX-17559,3,2,No volvería,NO,1,23,18.8
FB-8683,TRX-15581,4,3,Dañado,SI,Sí,78,-6.4
FB-8684,TRX-11406,5,2,Excelente,N/A,Sí,53,42.8
FB-8685,TRX-15129,5,4,Excelente,Maybe,1,47,-22.0
FB-8686,TRX-13077,4,1,No volvería,SI,No,65,57.6
FB-8687,TRX-17025,2,5,Excelente,NO,Sí,33,96.9
FB-8688,TRX-16843,5,2,Dañado,Maybe,0,81,51.9
FB-8689,TRX-13433,2,1,Excelente,Maybe,No,25,56.0
FB-8690,TRX-17187,1,1,Dañado,N/A,No,52,74.5
FB-8691,TRX-17372,3,2,Precio justo,NO,1,41,-79.3
FB-8692,TRX-19149,1,1,---,SI,0,48,12.2
FB-8693,TRX-10493,5,5,Precio justo,NO,No,51,34.4
FB-8694,TRX-16139,5,2,Dañado,NO,Sí,22,83.1
FB-8695,TRX-12276,2,3,---,NO,0,31,66.7
FB-8696,TRX-19461,5,2,---,SI,0,54,-22.2
FB-8697,TRX-12102,2,5,N/A,Maybe,1,37,-37.6
FB-8698,TRX-15006,4,2,Dañado,NO,No,82,-40.8
FB-8699,TRX-10158,5,2,Precio justo,SI,Sí,33,-50.0
FB-8700,TRX-18188,4,2,Dañado,Maybe,No,28,-38.2
FB-8701,TRX-15810,4,4,No volvería,N/A,No,61,46.8
FB-8702,TRX-15567,3,4,Precio justo,SI,Sí,78,-76.9
FB-8703,TRX-13694,2,5,Excelente,NO,No,48,46.9
FB-8704,TRX-16867,4,1,Precio justo,NO,0,78,-61.1
FB-8705,TRX-16974,3,2,Excelente,SI,1,26,24.8
FB-8706,TRX-16608,5,2,Excelente,SI,1,67,19.2
FB-8707,TRX-18808,5,4,No volvería,NO,0,35,18.5
FB-8708,TRX-14909,4,3,Precio justo,SI,No,32,-37.9
FB-8709,TRX-15342,5,4,Precio justo,NO,No,41,-70.0
FB-8710,TRX-19616,2,1,No volvería,SI,1,64,58.4
FB-8711,TRX-10380,5,2,---,N/A,1,51,-51.6
FB-8712,TRX-19299,1,2,Precio justo,Maybe,Sí,40,-84.1
FB-8713,TRX-10527,5,5,---,N/A,Sí,37,-68.3
FB-8714,TRX-12279,4,3,Excelente,SI,Sí,62,-77.2
FB-8715,TRX-12518,3,5,N/A,N/A,Sí,53,43.0
FB-8716,TRX-15410,2,3,N/A,N/A,1,63,49.0
FB-8717,TRX-19309,2,3,---,Maybe,No,26,-32.4
FB-8718,TRX-19879,3,3,Dañado,SI,0,31,53.0
FB-8719,TRX-19958,2,3,N/A,N/A,1,60,67.7
FB-8720,TRX-19402,4,5,N/A,N/A,0,78,-4.6
FB-8721,TRX-16404,4,2,No volvería,SI,0,39,65.4
FB-8722,TRX-16247,3,2,N/A,Maybe,No,22,0.8
FB-8723,TRX-13345,4,5,No volvería,N/A,No,76,61.9
FB-8724,TRX-16400,1,4,---,NO,0,49,-11.8
FB-8725,TRX-11043,4,1,Dañado,Maybe,1,52,-88.2
FB-8726,TRX-18757,2,3,Excelente,SI,0,21,-55.9
FB-8727,TRX-16331,3,5,Dañado,NO,No,64,-39.3
FB-8728,TRX-13085,1,3,Precio justo,NO,Sí,71,-11.9
FB-8729,TRX-17778,4,3,Dañado,N/A,No,77,-5.1
FB-8730,TRX-11779,1,3,No volvería,N/A,No,68,95.1
FB-8731,TRX-15387,5,5,Lento,SI,1,30,-4.9
FB-8732,TRX-19330,5,2,Precio justo,N/A,0,52,-25.7
FB-8733,TRX-17397,1,4,---,Maybe,0,33,-27.9
FB-8734,TRX-14991,5,4,N/A,NO,0,20,77.2
FB-8735,TRX-11527,5,5,N/A,Maybe,Sí,79,-23.0
FB-8736,TRX-12808,5,1,---,NO,Sí,48,57.0
FB-8737,TRX-11709,3,4,N/A,SI,Sí,18,-50.2
FB-8738,TRX-19058,3,4,Dañado,NO,Sí,79,-14.2
FB-8739,TRX-12910,5,3,Dañado,N/A,Sí,18,14.8
FB-8740,TRX-10525,2,5,Excelente,SI,No,50,12.9
FB-8741,TRX-19885,5,2,---,SI,1,59,15.9
FB-8742,TRX-18005,5,5,Precio justo,SI,1,82,48.3
FB-8743,TRX-10439,5,5,Excelente,NO,No,33,2.0
FB-8744,TRX-13058,2,4,No volvería,Maybe,Sí,54,-63.3
FB-8745,TRX-13260,2,3,No volvería,N/A,No,69,16.2
FB-8746,TRX-11138,5,5,Excelente,Maybe,No,52,-40.4
FB-8747,TRX-16322,4,2,Precio justo,NO,No,64,-39.9
FB-8748,TRX-14650,1,3,Excelente,Maybe,0,19,-74.3
FB-8749,TRX-13373,3,3,N/A,Maybe,1,61,82.0
FB-8750,TRX-13818,99,2,Excelente,Maybe,No,70,-87.0
FB-8751,TRX-14769,1,2,Precio justo,SI,Sí,27,-92.5
FB-8752,TRX-18591,3,2,No volvería,NO,No,62,45.0
FB-8753,TRX-11146,1,5,Lento,NO,Sí,75,41.0
FB-8754,TRX-17449,2,3,Excelente,N/A,Sí,41,-29.9
FB-8755,TRX-10941,5,3,N/A,N/A,0,39,48.1
FB-8756,TRX-16039,3,1,N/A,SI,1,58,-2.5
FB-8757,TRX-18495,5,1,Excelente,NO,No,22,45.7
FB-8758,TRX-10180,5,1,Dañado,N/A,1,21,9.2
FB-8759,TRX-12815,2,5,Precio justo,N/A,Sí,76,46.5
FB-8760,TRX-15353,3,5,Dañado,SI,No,39,54.5
FB-8761,TRX-16731,4,2,No volvería,N/A,No,77,-43.3
FB-8762,TRX-16407,2,5,Dañado,N/A,No,28,-23.0
FB-8763,TRX-12572,5,3,Precio justo,N/A,1,63,0.9
FB-8764,TRX-11814,3,3,Excelente,N/A,No,58,-61.9
FB-8765,TRX-12115,2,4,Excelente,Maybe,0,24,94.1
FB-8766,TRX-18789,2,4,Lento,SI,0,41,84.8
FB-8767,TRX-16855,4,5,No volvería,SI,1,25,55.4
FB-8768,TRX-17835,1,4,Excelente,Maybe,No,29,-60.3
FB-8769,TRX-11126,3,5,Dañado,N/A,0,27,-9.4
FB-8770,TRX-16373,3,2,Lento,NO,No,28,85.5
FB-8771,TRX-13382,3,2,Lento,N/A,Sí,37,22.4
FB-8772,TRX-12128,3,4,---,Maybe,Sí,61,-22.9
FB-8773,TRX-13369,1,5,No volvería,N/A,No,40,-81.7
FB-8774,TRX-15075,2,4,Lento,SI,No,39,-80.0
FB-8775,TRX-17081,2,3,N/A,N/A,No,62,35.7
FB-8776,TRX-17778,1,5,Precio justo,NO,Sí,39,-37.7
FB-8777,TRX-12601,2,1,Dañado,SI,0,56,-0.7
FB-8778,TRX-19891,1,3,Lento,N/A,Sí,58,50.3
FB-8779,TRX-19422,1,5,Excelente,N/A,No,73,-63.4
FB-8780,TRX-15084,2,4,Dañado,NO,1,84,-84.5
FB-8781,TRX-19625,2,4,No volvería,N/A,0,52,-24.7
FB-8782,TRX-13325,1,4,Lento,Maybe,1,33,-67.5
FB-8783,TRX-18232,4,5,Dañado,NO,Sí,35,2.1
FB-8784,TRX-17519,5,4,Excelente,Maybe,0,30,10.6
FB-8785,TRX-14512,3,5,Lento,NO,0,39,-77.9
FB-8786,TRX-13304,1,5,No volvería,SI,1,26,58.6
FB-8787,TRX-10121,2,4,No volvería,NO,1,26,-95.3
FB-8788,TRX-12337,1,2,---,NO,1,35,-31.2
FB-8789,TRX-17302,2,2,No volvería,Maybe,1,81,-90.6
FB-8790,TRX-11048,1,3,N/A,Maybe,0,55,41.4
FB-8791,TRX-16541,2,5,Lento,NO,Sí,68,75.7
FB-8792,TRX-19909,4,4,Lento,SI,1,75,-30.4
FB-8793,TRX-14044,5,4,Lento,NO,No,39,-34.4
FB-8794,TRX-18615,2,4,Excelente,N/A,0,73,38.9
FB-8795,TRX-15388,4,2,N/A,NO,1,46,74.3
FB-8796,TRX-19326,5,1,---,SI,No,72,77.4
FB-8797,TRX-18043,2,5,No volvería,Maybe,Sí,21,16.9
FB-8798,TRX-17539,3,3,Dañado,N/A,Sí,53,18.8
FB-8799,TRX-17580,1,3,N/A,NO,1,49,23.9
FB-8800,TRX-19439,1,3,Dañado,NO,No,195,1.6
FB-8801,TRX-10640,1,5,Lento,NO,1,31,6.2
FB-8802,TRX-11492,2,5,No volvería,Maybe,0,35,-81.1
FB-8803,TRX-14717,3,3,---,SI,0,84,96.5
FB-8804,TRX-17476,3,3,No volvería,N/A,0,26,-87.6
FB-8805,TRX-15681,3,4,Lento,SI,1,43,-3.9
FB-8806,TRX-14873,5,1,Excelente,SI,1,65,57.1
FB-8807,TRX-16407,2,2,Dañado,NO,1,36,16.6
FB-8808,TRX-12869,4,5,Dañado,N/A,Sí,19,-80.8
FB-8809,TRX-16800,5,1,Precio justo,N/A,Sí,45,11.1
FB-8810,TRX-14081,2,3,---,Maybe,No,70,81.1
FB-8811,TRX-12942,3,3,Lento,N/A,1,59,24.4
